Map,MapIndex,NameSingle,NamePlural,?,Count,Adds,?,?,?,RewardXP,RewardGold,?,?,?,?,?,?,HP,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
10,16,Minotaur,Minotaurs,1,2,2,50,0,10,130,400,7,5,1,75,23,160,850,9,8,0,2,1,5,16,0,1,0,5,1,1,254,65,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
10,17,Minotaur,Minotaurs,0,2,1,45,0,15,145,425,7,5,1,75,23,160,850,9,8,0,2,1,5,16,0,1,0,5,1,1,254,65,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
10,18,Minotaur,Minotaurs,1,2,1,45,0,20,145,425,7,5,1,75,23,160,850,9,8,0,2,1,5,16,0,1,0,5,1,1,254,65,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
10,19,Minotaur,Minotaurs,0,3,1,40,0,20,160,450,7,5,1,75,23,160,850,9,8,0,2,1,5,16,0,1,0,5,1,1,254,65,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
10,20,Minotaur,Minotaurs,1,3,2,50,0,15,130,400,7,5,1,75,23,160,850,9,8,0,2,1,5,16,0,1,0,5,1,1,254,65,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
10,21,Minotaur,Minotaurs,0,2,2,45,0,15,145,425,7,5,1,75,23,160,850,9,8,0,2,1,5,16,0,1,0,5,1,1,254,65,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
10,22,Minotaur,Minotaurs,1,2,1,45,0,20,145,425,7,5,1,75,23,160,850,9,8,0,2,1,5,16,0,1,0,5,1,1,254,65,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
10,23,Minotaur,Minotaurs,0,2,2,40,0,20,160,450,7,5,1,75,23,160,850,9,8,0,2,1,5,16,0,1,0,5,1,1,254,65,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
10,24,Black Widow,Black Widows,0,4,2,30,0,0,150,200,5,8,2,90,22,175,600,75,9,0,2,1,255,0,1,1,1,14,0,1,5,10,0,8,12,8,12,4,8,1,6,1,7,1,8,6,9,6,9,20,5,20,5
10,25,Black Widow,Black Widows,1,3,2,25,0,0,160,225,5,8,2,90,22,175,600,75,9,0,2,1,255,0,1,1,1,14,0,1,5,10,0,8,12,8,12,4,8,1,6,1,7,1,8,6,9,6,9,20,5,20,5
10,26,Black Widow,Black Widows,0,2,3,25,0,0,160,225,5,8,2,90,22,175,600,75,9,0,2,1,255,0,1,1,1,14,0,1,5,10,0,8,12,8,12,4,8,1,6,1,7,1,8,6,9,6,9,20,5,20,5
10,27,Black Widow,Black Widows,1,3,1,20,0,0,170,250,5,8,2,90,22,175,600,75,9,0,2,1,255,0,1,1,1,14,0,1,5,10,0,8,12,8,12,4,8,1,6,1,7,1,8,6,9,6,9,20,5,20,5
10,28,Spit Spider,Spit Spiders,0,2,1,20,0,0,170,250,5,8,2,90,22,175,600,75,9,0,2,1,255,0,1,1,1,14,0,1,5,10,0,8,12,8,12,4,8,1,6,1,7,1,8,6,9,6,9,20,5,20,5
10,29,Giant,Giants,0,3,2,40,0,0,180,175,9,8,1,60,21,700,6000,120,14,0,1,2,255,40,0,3,4,15,0,5,252,175,0,6,12,4,11,1,8,1,12,0,11,3,9,2,8,12,12,10,12,4,7
10,30,Giant,Giants,1,3,1,40,0,0,180,175,9,8,1,60,21,700,6000,120,14,0,1,2,255,40,0,3,4,15,0,5,252,175,0,6,12,4,11,1,8,1,12,0,11,3,9,2,8,12,12,10,12,4,7
10,31,Giant,Giants,0,2,1,35,0,0,190,210,9,8,1,60,21,700,6000,120,14,0,1,2,255,40,0,3,4,15,0,5,252,175,0,6,12,4,11,1,8,1,12,0,11,3,9,2,8,12,12,10,12,4,7
10,32,Giant,Giants,0,2,1,35,0,0,190,210,9,8,1,60,21,700,6000,120,14,0,1,2,255,40,0,3,4,15,0,5,252,175,0,6,12,4,11,1,8,1,12,0,11,3,9,2,8,12,12,10,12,4,7
10,33,Giant,Giants,0,1,2,35,0,0,200,210,9,8,1,60,21,700,6000,120,14,0,1,2,255,40,0,3,4,15,0,5,252,175,0,6,12,4,11,1,8,1,12,0,11,3,9,2,8,12,12,10,12,4,7
10,34,Wyvern,Wyverns,0,1,1,50,40,50,250,600,10,5,1,27,16,70,400,5,3,3,4,103,255,6,0,103,0,3,0,11,3,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
10,35,Wyvern,Wyverns,0,1,1,50,40,50,250,600,10,5,1,27,16,70,400,5,3,3,4,103,255,6,0,103,0,3,0,11,3,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
10,36,Wyvern,Wyverns,0,1,1,50,40,50,250,600,10,5,1,27,16,70,400,5,3,3,4,103,255,6,0,103,0,3,0,11,3,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
10,37,Wyvern,Wyverns,1,1,1,50,40,50,250,630,10,5,1,27,16,70,400,5,3,3,4,103,255,6,0,103,0,3,0,11,3,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
10,38,Wyvern,Wyverns,1,1,1,50,40,50,250,630,10,5,1,27,16,70,400,5,3,3,4,103,255,6,0,103,0,3,0,11,3,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
10,39,Wyvern,Wyverns,0,1,1,50,40,50,300,675,10,5,1,29,17,90,500,6,4,2,4,103,255,8,0,103,0,4,0,11,3,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,0,Ghost,Ghosts,0,5,2,60,90,20,180,45,7,3,1,32,13,35,200,4,3,3,8,40,0,5,0,40,1,4,0,40,3,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,1,Ghost,Ghosts,1,4,3,60,60,20,150,45,7,3,1,32,13,35,200,4,3,3,8,40,0,5,0,40,1,4,0,40,3,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,2,Ghost,Ghosts,0,4,3,50,60,20,150,60,7,3,1,39,15,47,250,6,4,3,8,40,0,7,0,40,2,5,0,40,3,3,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,3,Ghost,Ghosts,1,3,4,50,60,20,150,60,7,3,1,39,15,47,250,6,4,3,8,40,0,7,0,40,2,5,0,40,3,3,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,4,Ghost,Ghosts,0,5,2,60,60,20,150,45,7,3,1,32,13,35,200,4,3,3,8,40,0,5,0,40,1,4,0,40,3,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,5,Ghost,Ghosts,1,4,3,60,60,20,150,45,7,3,1,32,13,35,200,4,3,3,8,40,0,5,0,40,1,4,0,40,3,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,6,Ghost,Ghosts,0,4,3,50,60,20,150,60,7,3,1,39,15,47,250,6,4,3,8,40,0,7,0,40,2,5,0,40,3,3,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,7,Ghost,Ghosts,1,3,4,50,60,20,150,60,7,3,1,39,15,47,250,6,4,3,8,40,0,7,0,40,2,5,0,40,3,3,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,8,Skeletal Warrior,Skeletal Warriors,2,4,2,15,0,12,120,30,5,6,2,60,19,145,400,5,6,0,2,3,0,250,1,3,2,18,0,18,4,6,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,9,Skeletal Warrior,Skeletal Warriors,1,3,2,18,0,12,125,35,5,6,2,70,20,180,600,5,6,0,2,3,0,249,1,3,2,36,0,18,4,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,10,Skeletal Warrior,Skeletal Warriors,1,2,3,18,0,12,125,35,5,6,2,70,20,180,600,5,6,0,2,3,0,249,1,3,2,36,0,18,4,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,11,Skeletal Warrior,Skeletal Warriors,0,1,3,25,0,12,130,40,5,6,2,70,20,180,600,5,6,0,2,3,0,249,1,3,2,36,0,18,4,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,12,Skeletal Warrior,Skeletal Warriors,2,2,2,15,0,12,120,30,5,6,2,60,19,145,400,5,6,0,2,3,0,250,1,3,2,18,0,18,4,6,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,13,Skeletal Warrior,Skeletal Warriors,1,3,2,18,0,12,125,35,5,6,2,70,20,180,600,5,6,0,2,3,0,249,1,3,2,36,0,18,4,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,14,Skeletal Warrior,Skeletal Warriors,1,2,3,18,0,12,125,35,5,6,2,70,20,180,600,5,6,0,2,3,0,249,1,3,2,36,0,18,4,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,15,Skeletal Warrior,Skeletal Warriors,0,2,3,25,0,12,130,40,5,6,2,70,20,180,600,5,6,0,2,3,0,249,1,3,2,36,0,18,4,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,16,Zombie,Zombies,0,2,2,30,0,10,130,60,7,9,1,80,22,165,1000,18,9,0,5,42,255,30,2,42,3,10,0,42,4,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,17,Zombie,Zombies,1,2,3,30,0,10,130,60,7,9,1,80,22,165,1000,18,9,0,5,42,255,30,2,42,3,10,0,42,4,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,18,Zombie,Zombies,2,1,1,30,0,10,130,60,7,9,1,80,22,165,1000,18,9,0,5,42,255,30,2,42,3,10,0,42,4,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,19,Zombie,Zombies,1,2,2,20,0,15,140,75,6,3,1,1,120,0,36,0,1,10,8,0,0,0,0,0,0,0,0,0,0,0,0,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,7,1,7,2
11,20,Zombie,Zombies,0,1,2,30,0,10,130,60,7,9,1,80,22,165,1000,18,9,0,5,42,255,30,2,42,3,10,0,42,4,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,21,Zombie,Zombies,1,1,3,30,0,10,130,60,7,9,1,80,22,165,1000,18,9,0,5,42,255,30,2,42,3,10,0,42,4,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,22,Zombie,Zombies,2,2,1,30,0,10,130,60,7,9,1,80,22,165,1000,18,9,0,5,42,255,30,2,42,3,10,0,42,4,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,23,Zombie,Zombies,1,1,2,20,0,15,140,75,6,3,1,1,120,0,36,0,1,10,8,0,0,0,0,0,0,0,0,0,0,0,0,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,7,1,7,2
11,24,Black Widow,Black Widows,0,2,2,50,0,0,140,70,5,8,2,90,22,175,600,75,9,0,2,1,255,0,1,1,1,14,0,1,5,10,0,8,12,8,12,4,8,1,6,1,7,1,8,6,9,6,9,20,5,20,5
11,25,Black Widow,Black Widows,1,2,1,50,0,0,140,70,5,8,2,90,22,175,600,75,9,0,2,1,255,0,1,1,1,14,0,1,5,10,0,8,12,8,12,4,8,1,6,1,7,1,8,6,9,6,9,20,5,20,5
11,26,Black Widow,Black Widows,0,1,2,40,0,0,155,90,5,8,2,90,22,175,600,75,9,0,2,1,255,0,1,1,1,14,0,1,5,10,0,8,12,8,12,4,8,1,6,1,7,1,8,6,9,6,9,20,5,20,5
11,27,Black Widow,Black Widows,0,2,1,40,0,0,155,90,5,8,2,90,22,175,600,75,9,0,2,1,255,0,1,1,1,14,0,1,5,10,0,8,12,8,12,4,8,1,6,1,7,1,8,6,9,6,9,20,5,20,5
11,28,Nightmare,Nightmares,0,2,1,20,0,25,250,400,8,10,1,75,25,800,10000,50,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,12,3,12,1,9,1,11,21,10,4,10,4,9,20,12,10,12,9,10
11,29,Nightmare,Nightmares,1,1,2,20,0,25,260,425,8,10,1,75,25,800,10000,50,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,12,3,12,1,9,1,11,21,10,4,10,4,9,20,12,10,12,9,10
11,30,Nightmare,Nightmares,1,2,1,20,0,25,260,425,8,10,1,75,25,800,10000,50,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,12,3,12,1,9,1,11,21,10,4,10,4,9,20,12,10,12,9,10
11,31,Nightmare,Nightmares,0,1,1,15,0,25,280,450,8,10,1,75,25,800,10000,50,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,12,3,12,1,9,1,11,21,10,4,10,4,9,20,12,10,12,9,10
11,32,Banshee,Banshees,0,2,2,20,0,50,175,225,7,5,1,50,18,80,500,9,6,3,7,42,255,10,2,42,2,5,0,42,3,3,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,33,Banshee,Banshees,1,2,1,20,0,50,175,225,7,5,1,50,18,80,500,9,6,3,7,42,255,10,2,42,2,5,0,42,3,3,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,34,Banshee,Banshees,0,3,1,15,0,50,190,250,7,6,1,55,19,100,600,11,7,3,6,42,255,12,2,42,2,6,0,42,3,4,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,35,Banshee,Banshees,1,2,2,15,0,50,190,250,7,6,1,55,19,100,600,11,7,3,6,42,255,12,2,42,2,6,0,42,3,4,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,36,King Cleowyn's Ghost,King Cleowyn's Ghost,0,1,0,0,80,50,2000,1500,7,8,1,70,21,140,900,15,9,0,5,42,255,20,2,42,3,9,0,42,4,5,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,37,King Cleowyn's Ghost,King Cleowyn's Ghost,0,1,0,0,80,50,2000,1500,7,8,1,70,21,140,900,15,9,0,5,42,255,20,2,42,3,9,0,42,4,5,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,38,King Cleowyn's Ghost,King Cleowyn's Ghost,0,1,0,0,80,50,2000,1500,7,8,1,70,21,140,900,15,9,0,5,42,255,20,2,42,3,9,0,42,4,5,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,39,King Cleowyn's Ghost,King Cleowyn's Ghost,0,1,0,0,80,50,2000,1500,7,8,1,70,21,140,900,15,9,0,5,42,255,20,2,42,3,9,0,42,4,5,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
12,0,Bugbear,Bugbears,0,2,2,18,0,10,150,275,8,7,1,60,21,600,2500,30,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,11,3,10,1,8,1,7,21,9,4,8,4,7,20,8,10,11,9,9
12,1,Bugbear,Bugbears,1,2,1,18,0,10,150,275,8,7,1,60,21,600,2500,30,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,11,3,10,1,8,1,7,21,9,4,8,4,7,20,8,10,11,9,9
12,2,Bugbear,Bugbears,2,1,2,18,0,10,175,300,8,7,1,60,21,600,2500,30,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,11,3,10,1,8,1,7,21,9,4,8,4,7,20,8,10,11,9,9
12,3,Bugbear,Bugbears,0,1,1,15,0,10,175,300,8,8,1,75,23,700,4000,40,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,11,3,11,1,9,1,8,21,10,4,9,4,8,20,10,10,12,9,10
12,4,Bugbear,Bugbears,1,2,0,15,0,10,180,325,8,8,1,75,23,700,4000,40,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,11,3,11,1,9,1,8,21,10,4,9,4,8,20,10,10,12,9,10
12,5,Bugbear,Bugbears,0,1,1,12,0,10,180,350,8,10,1,75,25,800,10000,50,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,12,3,12,1,9,1,11,21,10,4,10,4,9,20,12,10,12,9,10
12,6,Cockatrice,Cockatrices,1,2,1,50,25,10,180,125,10,6,1,32,15,120,600,21,6,0,4,83,0,8,0,2,2,3,0,1,2,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
12,7,Cockatrice,Cockatrices,0,1,1,40,25,10,180,150,10,6,1,36,16,140,700,24,6,0,3,83,0,9,0,2,2,4,0,1,2,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
12,8,Cockatrice,Cockatrices,1,1,1,40,25,10,180,175,10,6,1,36,16,140,700,24,6,0,3,83,0,9,0,2,2,4,0,1,2,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
12,9,Cockatrice,Cockatrices,2,1,0,35,25,10,190,175,10,6,1,36,16,140,700,24,6,0,3,83,0,9,0,2,2,4,0,1,2,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
12,10,Cockatrice,Cockatrices,0,1,0,30,25,10,200,190,10,7,1,40,17,200,800,30,8,0,3,42,0,10,0,42,1,4,2,42,2,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
12,11,Cockatrice,Cockatrices,0,1,0,30,25,10,210,225,10,7,1,40,17,200,800,30,8,0,3,42,0,10,0,42,1,4,2,42,2,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
12,12,Dire Wolf,Dire Wolves,0,2,2,30,0,0,125,90,3,2,1,16,7,15,18,2,1,0,7,1,2,0,0,2,1,1,0,2,255,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
12,13,Dire Wolf,Dire Wolves,1,1,2,30,0,0,125,90,3,2,1,16,7,15,18,2,1,0,7,1,2,0,0,2,1,1,0,2,255,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
12,14,Dire Wolf,Dire Wolves,0,2,1,16,0,0,125,100,3,3,1,20,8,25,21,10,2,2,6,1,4,255,0,2,2,2,0,2,0,3,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
12,15,Dire Wolf,Dire Wolves,1,1,1,25,0,0,125,100,3,3,1,20,8,25,21,10,2,2,6,1,4,255,0,2,2,2,0,2,0,3,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
12,16,Dire Wolf,Dire Wolves,2,1,0,20,0,0,125,125,3,3,1,20,8,25,21,10,2,2,6,1,4,255,0,2,2,2,0,2,0,3,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
12,17,Dire Wolf,Dire Wolves,0,1,0,15,0,0,125,125,3,3,1,25,10,50,30,15,3,2,6,1,4,255,0,2,3,2,0,2,0,5,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
12,18,Sabertooth Lion,Sabertooth Lions,0,2,1,40,0,0,125,135,3,4,1,16,11,18,70,3,1,4,6,1,1,0,0,2,2,255,0,2,0,1,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
12,19,Sabertooth Lion,Sabertooth Lions,0,1,2,40,0,0,125,135,3,4,1,16,11,18,70,3,1,4,6,1,1,0,0,2,2,255,0,2,0,1,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
12,20,Sabertooth Lion,Sabertooth Lions,1,1,1,35,0,0,150,150,3,4,1,16,11,18,70,3,1,4,6,1,1,0,0,2,2,255,0,2,0,1,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
12,21,Sabertooth Lion,Sabertooth Lions,1,2,1,35,0,0,150,150,3,4,1,16,11,18,70,3,1,4,6,1,1,0,0,2,2,255,0,2,0,1,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
12,22,Sabertooth Lion,Sabertooth Lions,0,1,0,30,0,0,150,150,3,4,2,18,11,28,90,4,1,4,5,1,2,1,0,2,1,0,0,2,0,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
12,23,Sabertooth Lion,Sabertooth Lions,0,1,1,30,0,0,150,160,3,4,2,18,11,28,90,4,1,4,5,1,2,1,0,2,1,0,0,2,0,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
12,24,Black Widow,Black Widows,1,2,2,24,0,0,160,165,5,8,2,90,22,175,600,75,9,0,2,1,255,0,1,1,1,14,0,1,5,10,0,8,12,8,12,4,8,1,6,1,7,1,8,6,9,6,9,20,5,20,5
12,25,Black Widow,Black Widows,0,1,2,18,0,0,160,165,5,8,2,90,22,175,600,75,9,0,2,1,255,0,1,1,1,14,0,1,5,10,0,8,12,8,12,4,8,1,6,1,7,1,8,6,9,6,9,20,5,20,5
12,26,Lamprey,Lampreys,0,2,2,20,0,0,150,180,5,7,1,48,22,260,500,12,3,0,2,2,6,8,0,13,1,20,0,14,0,0,1,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
12,27,Lamprey,Lampreys,1,1,2,15,0,0,150,180,5,7,1,48,22,260,500,12,3,0,2,2,6,8,0,13,1,20,0,14,0,0,1,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
12,28,Imp,Imps,1,3,1,30,25,25,140,55,1,5,1,30,13,250,200,16,6,2,3,6,0,2,4,6,1,1,0,6,2,0,0,15,4,8,8,12,4,6,6,1,4,1,2,10,5,20,4,4,4,9,4
12,29,Imp,Imps,0,2,1,25,25,25,150,70,1,5,1,32,14,285,250,20,7,2,3,6,0,4,4,6,1,2,0,6,2,0,0,15,5,8,9,12,5,6,7,1,5,1,3,10,6,20,5,4,5,9,4
12,30,Incubus,Incubi,1,2,1,20,25,25,210,160,1,5,1,36,16,350,350,30,8,2,3,6,1,8,4,6,2,4,0,6,4,0,0,15,7,8,11,12,7,6,9,1,7,1,5,10,8,20,7,4,7,9,5
12,31,Incubus,Incubi,1,1,1,15,25,25,230,185,1,6,1,45,18,400,600,40,10,0,1,2,0,10,0,2,0,6,0,2,1,4,0,1,6,1,8,4,5,4,6,0,5,6,10,8,11,3,7,20,5,9,6
12,32,Silver Ogre,Silver Ogres,1,1,2,60,0,20,110,135,1,4,2,44,18,94,240,16,9,2,3,40,6,5,0,40,2,8,0,40,1,12,0,8,9,6,8,1,5,11,6,10,4,20,4,8,7,6,6,1,4,11,6
12,33,Silver Ogre,Silver Ogres,0,1,2,50,0,20,115,135,1,4,2,44,18,94,240,16,9,2,3,40,6,5,0,40,2,8,0,40,1,12,0,8,9,6,8,1,5,11,6,10,4,20,4,8,7,6,6,1,4,11,6
12,34,Silver Ogre,Silver Ogres,1,1,1,40,0,20,115,135,1,4,2,44,18,94,240,16,9,2,3,40,6,5,0,40,2,8,0,40,1,12,0,8,9,6,8,1,5,11,6,10,4,20,4,8,7,6,6,1,4,11,6
12,35,Silver Ogre,Silver Ogres,0,1,0,30,0,20,120,135,1,4,2,44,18,94,240,16,9,2,3,40,6,5,0,40,2,8,0,40,1,12,0,8,9,6,8,1,5,11,6,10,4,20,4,8,7,6,6,1,4,11,6
12,36,Giant,Giants,1,2,1,40,0,15,200,150,9,8,1,60,21,700,6000,120,14,0,1,2,255,40,0,3,4,15,0,5,252,175,0,6,12,4,11,1,8,1,12,0,11,3,9,2,8,12,12,10,12,4,7
12,37,Giant,Giants,1,1,2,40,0,15,225,165,9,8,1,60,21,700,6000,120,14,0,1,2,255,40,0,3,4,15,0,5,252,175,0,6,12,4,11,1,8,1,12,0,11,3,9,2,8,12,12,10,12,4,7
12,38,Lizardite,Lizardites,1,2,2,40,0,15,140,100,8,7,1,45,21,500,3000,150,13,0,2,2,255,16,0,42,1,8,0,42,4,6,0,6,10,1,8,4,6,4,8,3,7,1,8,9,8,2,5,0,7,20,5
12,39,Lizardite,Lizardites,0,2,1,40,0,15,150,120,8,7,1,50,22,600,3400,175,14,0,2,2,255,18,0,42,1,10,0,42,4,8,0,6,10,1,9,4,7,4,9,3,8,1,9,9,9,2,6,0,8,20,6
13,0,Skeletal Ranger,Skeletal Rangers,0,2,3,35,0,25,185,125,5,6,2,70,20,180,600,5,6,0,2,3,0,249,1,3,2,36,0,18,4,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
13,1,Skeletal Ranger,Skeletal Rangers,0,3,2,35,0,25,185,125,5,6,2,70,20,180,600,5,6,0,2,3,0,249,1,3,2,36,0,18,4,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
13,2,Skeletal Ranger,Skeletal Rangers,0,4,1,35,0,25,185,125,5,6,2,70,20,180,600,5,6,0,2,3,0,249,1,3,2,36,0,18,4,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
13,3,Skeletal Ranger,Skeletal Rangers,0,2,2,35,0,25,185,125,5,6,2,70,20,180,600,5,6,0,2,3,0,249,1,3,2,36,0,18,4,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
13,4,Skeletal Ranger,Skeletal Rangers,1,3,2,45,0,25,195,125,5,6,2,70,20,180,600,5,6,0,2,3,0,249,1,3,2,36,0,18,4,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
13,5,Skeletal Ranger,Skeletal Rangers,1,2,3,45,0,25,195,125,5,6,2,70,20,180,600,5,6,0,2,3,0,249,1,3,2,36,0,18,4,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
13,6,Zombie,Zombies,1,3,2,30,0,10,150,115,7,9,1,80,22,165,1000,18,9,0,5,42,255,30,2,42,3,10,0,42,4,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
13,7,Zombie,Zombies,2,2,2,30,0,10,160,115,7,9,1,80,22,165,1000,18,9,0,5,42,255,30,2,42,3,10,0,42,4,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
13,8,Zombie,Zombies,1,1,2,20,0,10,185,115,7,9,1,80,22,165,1000,18,9,0,5,42,255,30,2,42,3,10,0,42,4,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
13,9,Zombie,Zombies,1,2,1,20,0,10,185,115,7,9,1,80,22,165,1000,18,9,0,5,42,255,30,2,42,3,10,0,42,4,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
13,10,Zombie,Zombies,2,1,1,20,0,10,180,125,7,9,1,80,22,165,1000,18,9,0,5,42,255,30,2,42,3,10,0,42,4,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
